r,vel,vel_u
0.1292597213411103, 13.118275827213514, 17.204308674041197
0.30552291658892156, 26.021501180007146, 32.90321480524389
0.47943597176093405, 35.91399527997156, 43.22580985404829
0.6556991670087453, 44.08603636267749, 50.96774998791428
0.836662642408154, 50.96774998791428, 58.279564561991016
1.003525277352771, 57.41936266431107, 64.94625232375704
1.1868388928279778, 62.580647883238626, 71.39786500015383
1.3631020880757891, 66.23653055932778, 76.98922655697217
1.539365283323601, 69.67743659384463, 81.72043543800899
1.7062279182682176, 72.90324293204304, 86.23656923367658
1.8777911023207225, 74.62367133835222, 89.67742604629494
2.0493534795043535, 76.55915021908143, 91.61290492702415
2.213865974373172, 78.7096795742306, 95.2687876031133

