r,vel,vel_u
0.09555788267215917, 4.51714461501056, 7.4766369821391825
0.22600216383821176, 11.526473333391573, 17.133963046631465
0.36858060297338086, 18.068537238133924, 26.012466886552524
0.5035751933778514, 24.610601142876273, 34.11214850190226
0.6446372099332228, 29.59502059847618, 40.49845152686839
0.7781146834252124, 34.11214850190226, 46.72898475921323
0.934344397441979, 38.62929423101845, 52.64798731916062
1.099675077101925, 42.2118479429421, 58.566989879107936
1.25590444395235, 45.0155794302945, 63.551418247552824
1.4348860513275516, 48.442381175286954, 67.91278527120272

