r,vel,vel_u
0.09518229320756184, 8.963423569523504, 11.707325753251366
0.22561668992242176, 18.109750225741628, 21.58534849349704
0.3666275245583999, 25.97560873491156, 31.829282078693385
0.5076375523254489, 32.92682620473475, 36.95121746982317
0.6521735973121578, 38.963402635211196, 43.35366287662564
0.7861340112466761, 42.621924923973516, 47.560978162720964
0.9236188286629959, 46.82926114438113, 51.219521385795574
1.085780925403354, 50.304880346448826, 54.87804367455789
1.216216128987143, 52.68291355385067, 58.35366287662567
1.3537017532723903, 55.06098862987708, 59.81707597899305
1.477085729285792, 57.25607688195973, 62.01220609970027
1.649824263947268, 58.90243493964631, 65.30488034644885
1.7908350985832462, 60.36584804201377, 67.68293448816299
1.9388955470517553, 61.46341310236734, 68.96342356952354
2.0658047334158858, 62.01220609970027, 70.42683667189085
2.1891887094292857, 62.37805414171409, 72.07317379526522
2.3407751751174546, 63.65852228876228, 72.8048489449804
2.4817860097534328, 63.84146724408147, 73.71948998432714
2.6157456168190203, 64.3902393071021, 74.99999999999999
2.7602824686746583, 64.93903230443512, 75.54875112870826
2.8977672860909767, 64.75610828342822, 76.46339216805501
3.0423041379466147, 65.12195632544203, 77.37803320740176
3.183314165713665, 65.48778343314339, 77.37803320740176
3.3278494038314452, 65.67072838846259, 77.74390218372785

