r,vel,vel_u
0.0716784130862765, 4.0358723491224255, 5.381168834251288
0.15559439906526612, 10.76232911537051, 12.55605776220899
0.24475545928411743, 16.591930111331415, 19.581472153974175
0.3356643440589438, 22.720471626545287, 26.905835618124375
0.4318183030736318, 28.400598086313675, 32.73542806095321
0.5262236372463758, 33.333334758855344, 37.07025803559275
0.6223775962610638, 37.66815618036281, 41.10613038471518
0.7202797799747114, 41.405079457100214, 45.2914858231622
0.8251752626271794, 45.73990943173975, 50.52317156808889
0.933566394391596, 49.327358172284626, 55.45590824063056
1.0646852475284498, 53.662188146924166, 60.83707279831582
1.1940558759663458, 57.24962405777093, 65.62033065809894
1.3374123019959134, 60.3886406366062, 70.5530673306406
1.4842655775663833, 63.52765293887543, 74.28998633081197
1.6538461743663067, 66.21823307943504, 79.07324419059508

