r,vel,vel_u
0.20024869549448657, 26.428576363766418, 38.80953032027404
0.3177857133605078, 40.95238197185797, 50.47620947553263
0.4222637268255354, 53.333349552284055, 61.90478340645648
0.5310944096321678, 63.095255032456635, 70.47620363671045
0.6399250924388001, 70.71429523712672, 77.85715224096425
0.7618157760226059, 76.90475859146203, 82.8571439692995
0.8749996263589326, 83.09524919363434, 88.80952934713699
0.9751244722942659, 88.33334614630434, 93.57142947505587
1.0970146576899817, 93.8095346993908, 99.04763165206069
1.2014931693430992, 97.38096320130951, 102.38096855356322
1.3146765214913358, 100.2381169019794, 105.23810863031444
1.4322140375454473, 102.85716537831445, 106.90477708106572
1.5410447203520796, 106.19048865589822, 110.2381003586497
1.6585827345942805, 108.57144553181699, 112.6190436106499
1.7717660867425173, 109.76191715781714, 113.80952886056852
1.8805967695491497, 111.19049400815203, 115.00000048656847
1.9850752812022676, 112.8571624589032, 116.90477416165467
2.211442981874921, 118.0952594115733, 121.66668791349201
2.320273664681553, 120.4762026635735, 123.80953956507584
2.4334575150178797, 122.61906793907578, 125.4762080158271
2.5422886960126023, 123.57144796465955, 126.90477124224354
2.6511193788192347, 125.00001119107598, 128.33334809257852
2.764303229155561, 126.90477124224354, 130.23810814374608
2.881840745209672, 127.85716489174587, 131.66667137016242
2.990671428016305, 130.47619974416236, 134.28573347041592
3.108208944070416, 132.14286819491352, 136.42857149808128
3.2170396268770483, 134.04762824608108, 138.33334517316737
3.3258708078717705, 134.76191667124857, 140.2381188482535
3.4477609932674866, 135.47620509641607, 140.2381188482535
