r,vel,vel_u
0.09321986228299874, 13.897071144054467, 29.1176512352728
0.2203384734749296, 29.338261304115015, 39.485314698260474
0.3686441664242068, 38.6029627779938, 48.08824907639995
0.49576277761613763, 39.044119804890904, 51.61766937962417
0.6440675007273787, 43.01472237932727, 55.14707706069086
0.7796605566870332, 49.19119844335141, 61.10294305587279
0.9152536126466875, 56.91178090122421, 66.61765202415762
1.0593220832121033, 67.50001656658182, 76.1029509447212
1.2118640287072058, 74.55883192871511, 79.19118897673327
1.34745708466686, 84.4853004983334, 89.11765754635147
1.4830501406265146, 91.10294621141217, 95.51471843490296
1.6271186111919305, 93.97059941889688, 101.02941478103037
1.7669488895354462, 97.94118937117572, 107.64706049410914
1.9152536126466873, 97.27942227543632, 105.88235665357578
2.055083890990204, 99.26471094049703, 104.5588350842545
2.1822025021821356, 101.47059705224243, 107.20589084505451
2.3389826398991356, 103.23530089277567, 108.75000986106059
2.474575695858791, 105.44118700452117, 111.39706562186052
2.610168751818445, 103.45588571730303, 111.17648079733326
2.754236252545824, 101.25001222771516, 112.05883271759993
2.8983047231112398, 100.1470628607637, 112.05883271759993
3.0381350014547563, 105.88235665357578, 117.57354168588485
3.177965279798273, 109.63234915916975, 120.22059744668478
3.32203278052565, 114.26471882934543, 128.38234955361222
