r,vel,vel_u
0.09442303233645562, 17.35073760480491, 30.59699620348667
0.20155663369799037, 31.343274818653295, 40.1119257790869
0.3123218262095481, 41.6044723339616, 48.5074481073959
0.4194554275710833, 54.10446299293528, 59.70147787847467
0.5338522112326631, 63.24626393641099, 69.2164074540749
0.6464331993192324, 71.82833990532359, 77.05223683419699
0.7553825962557786, 74.4402937074896, 79.85074427696661
0.8661477887673359, 78.35818704663328, 84.1417875991523
0.9841765791879057, 82.27611241215291, 87.8731272976922
1.0894943849744299, 88.0596916137546, 95.8955209938766
1.2111543509360552, 83.5820839755066, 93.097013551107
1.3110247699975448, 85.0746198549226, 93.097013551107
1.4363163271091928, 87.12685935798422, 109.14177959255828
