r,vel,vel_Mol,vel_Atom
0.20023837902264602, 23.523654159869494, 7.430993461705971, 0.29723084884661133
0.3045292014302742, 32.65905383360522, 12.781307484188323, 0.8917084208641688
0.42133492252681765, 39.51060358890702, 16.645419639464617, 0.5944616976932227
0.5381406436233612, 44.07830342577487, 18.726099078688232, 1.4861859928817263
0.6466030989272944, 49.33115823817292, 19.915070097047685, 1.7834327160526726
0.7508939213349226, 53.89885807504077, 21.401271964253745, 2.37791028807023
0.8593563766388558, 56.8678629690049, 22.292980385117914, 3.5668654321053452
0.9845053635280095, 58.69494290375204, 24.07642897549492, 3.5668654321053452
1.0846245530393326, 58.69494290375204, 24.67090654751248, 4.1613430041229025
1.1930870083432659, 59.60848287112561, 25.265384119530037, 2.6751411369168414
1.3140643623361146, 61.207177814029365, 25.859861691547593, 4.75582057614046
1.430870083432658, 62.577487765089714, 26.15710841471854, 5.053067299311406
1.5351609058402862, 63.94779771615007, 26.454339263565153, 5.94479159449991
1.6394517282479142, 64.40456769983686, 26.751585986736096, 5.94479159449991
1.7520858164481528, 64.86133768352364, 26.751585986736096, 7.1337467385350255
1.8688915375446962, 65.77487765089724, 26.454339263565153, 7.728224310552583
1.9856972586412396, 65.54649265905384, 26.454339263565153, 8.32270188257014
2.198450536352801, 65.77487765089724, 27.940541130771212, 9.51167290092959
2.3152562574493447, 65.77487765089724, 28.832265425959715, 9.51167290092959
2.4195470798569727, 66.6884176182708, 31.210175714029948, 10.40338132179376
2.5321811680572113, 66.46003262642742, 33.29085515325357, 10.997858893811316
2.6448152562574494, 66.9168026101142, 34.18257944844207, 11.88958318899982
2.753277711561383, 66.9168026101142, 34.18257944844207, 12.186829912170767
2.8784266984505367, 65.77487765089724, 34.77705702045963, 13.078538333034935
2.9868891537544697, 65.77487765089724, 35.07430374363057, 13.375785056205881
3.0953516090584032, 65.31810766721043, 34.77705702045963, 13.97026262822344
3.2121573301549464, 64.63295269168025, 34.77705702045963, 14.861986923411942
3.316448152562575, 65.08972267536703, 34.77705702045963, 15.159233646582889
3.437425506555423, 64.86133768352364, 34.77705702045963, 15.159233646582889
